0.98	0.85	0.93
-0.34	0.07	7.17
-1.60	3.67	-0.57
1.55	-0.14	0.32
-3.77	3.36	1.38
1.88	1.11	0.36
-7.47	5.67	-1.06
3.07	-0.68	3.12
1.39	-961.42	-2.40
1.02	-4.11	3.71
-2.97	-1.28	5.44
-1.38	-6.54	1.88
0.63	3.96	-1.15
3.54	-6.58	6.30
0.27	4.09	1.32
1.89	2.75	-1073.62
1.24	-1.31	-2.14
-1.42	0.68	-6.39
0.41	3.18	-4.97
1.28	-0.27	2.72
-0.42	0.98	1.38
3.82	-0.39	-0.07
-1.55	-0.62	1.95
2.59	0.36	7.37
-0.25	-1084.66	-1.40
12.19	-0.80	2.66
0.77	3.56	-4.80
4.04	-7.86	0.69
3.11	2.14	2.97
-1.09	-4.05	0.95
-0.64	4.98	-2.24
-13.20	0.25	-1.68
3.98	-0.69	-1.56
-1.19	3.87	-1.31
1.29	-3.34	4.31
3.97	-1.34	-1079.18
-7.41	6.16	-4.40
2.19	-0.65	3.73
-2.22	-7.02	1.78
0.14	-4.55	6.21
1.32	6.15	-7.67
-1.25	-4.58	1.68
3.63	-966.09	-1.55
0.00	1.87	-1.88
-0.31	0.88	-1.25
-0.78	-2.46	2.00
1.87	1.52	-2.35
5.88	0.14	-6.86
2.99	3.98	-4.58
-1.81	1.85	-4.21
1.15	-3.15	0.76
-13.89	1.16	-1.94
-2.96	3.59	-3.67
-1.11	-0.50	1.49
11.50	-0.72	-1.05
-0.05	-2.54	2.52
1.71	5.14	6.96
-2.31	2.49	-2.34
2.58	2.15	-5.52
2.76	0.54	-2.87
0.74	0.87	-3.91
4.60	3.78	0.41
-1.12	3.43	-3.18
-11.02	-1.16	0.63
-0.47	-0.61	2.96
-2.56	2.10	-949.45
0.95	2.05	-0.64
3.93	-3.50	7.59
2.72	7.84	0.20
-3.31	6.73	-1.99
0.75	-2.87	4.82
4.34	0.55	0.75
-0.02	-5.60	5.21
1.38	-1.19	4.57
-7.57	2.76	54.16
2.43	-1.89	3.56
-0.07	3.85	-2.92
0.23	2.02	0.14
0.10	-5.41	-1100.71
0.91	3.41	-2.50
-0.59	-1.43	2.81
1.02	-2.19	4.58
4.36	-3.30	4.30
5.39	2.91	-1.39
-1.79	-4.14	3.77
-1.40	-2.33	4.63
3.28	-1.87	3.12
2.01	0.89	-1.59
-6.87	1.92	7.10
2.34	-0.04	-1.75
1.59	-6.03	-5.87
-10.66	-5.89	5.50
1.79	-0.16	-1.82
2.44	-957.21	-2.24
1.31	-1038.20	-7.33
-1.23	0.49	0.00
0.69	-0.60	1.92
-0.40	-3.39	1.19
5.88	4.20	3.34
-10.66	-5.38	5.03
1.45	3.85	-0.50
1.71	7.38	-1.11
-0.43	-2.07	3.06
2.90	0.44	0.44
0.92	-3.13	5.68
3.26	-1.95	0.07
-0.78	0.07	-3.88
0.55	6.53	0.41
